user_id,first_name,last_name,date_of_birth,gender,email,skill,skill_tags,skill_description,state,city,latitude,longitude,language
3415,Bob,Mcnally,1964-11-11,Male,Bob_Mcnally6882@ubusive.com,American Literature,"history, USA, books, geography, literature, culture","The body of written works produced in the United States, including novels, short stories, drama, poetry, biographies/autobiographies, works of history, essays, and literary criticism",Karnataka,Bengaluru,12.9354,77.6329,Kannada
3366,Analise,Potter,1963-04-28,Female,Analise_Potter1738@grannar.com,American Literature,"history, USA, books, geography, literature, culture","The body of written works produced in the United States, including novels, short stories, drama, poetry, biographies/autobiographies, works of history, essays, and literary criticism",Karnataka,Mysore,12.3415,76.6321,Kannada
3315,Rowan,Gates,1964-09-05,Female,Rowan_Gates4057@bauros.biz,American Literature,"history, USA, books, geography, literature, culture","The body of written works produced in the United States, including novels, short stories, drama, poetry, biographies/autobiographies, works of history, essays, and literary criticism",Haryana,Gurugram,28.4134,77.0582,Haryanvi
3276,Luke,Faulkner,1962-02-27,Male,Luke_Faulkner74@ovock.tech,American Literature,"history, USA, books, geography, literature, culture","The body of written works produced in the United States, including novels, short stories, drama, poetry, biographies/autobiographies, works of history, essays, and literary criticism",Tamilnadu,Coimbatore,11.0588,76.9165,Tamil
3268,Denis,Saunders,1994-10-30,Male,Denis_Saunders2760@qater.org,American Literature,"history, USA, books, geography, literature, culture","The body of written works produced in the United States, including novels, short stories, drama, poetry, biographies/autobiographies, works of history, essays, and literary criticism",Andhra Pradesh,Guntur,16.2945,80.4498,Telugu
3111,Rick,Yard,1964-07-18,Male,Rick_Yard2290@bretoux.com,American Literature,"history, USA, books, geography, literature, culture","The body of written works produced in the United States, including novels, short stories, drama, poetry, biographies/autobiographies, works of history, essays, and literary criticism",Tamilnadu,Chennai,13.1183,80.2973,Tamil
3097,Candace,Savage,1996-06-03,Female,Candace_Savage1585@gembat.biz,American Literature,"history, USA, books, geography, literature, culture","The body of written works produced in the United States, including novels, short stories, drama, poetry, biographies/autobiographies, works of history, essays, and literary criticism",Karnataka,Bengaluru,12.9348,77.6273,Kannada
3981,Jack,Vass,1999-06-08,Male,Jack_Vass7506@yahoo.com,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Uttar Pradesh,Prayagraj,25.4712,81.8708,Hindi
3969,Molly,Steer,1973-06-26,Female,Molly_Steer2326@supunk.biz,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Kerala,Kannur,11.8349,75.3488,Malayalam
3959,Eden,Bennett,1999-01-07,Female,Eden_Bennett957@muall.tech,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Odisha,Cuttack,20.4808,85.916,Odia
3946,Gabriel,Moore,1957-07-25,Male,Gabriel_Moore4473@bauros.biz,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Maharashtra,Pune,18.558,73.8902,Marathi
3935,Jayden,King,1990-06-01,Male,Jayden_King1800@kideod.biz,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Punjab,Amritsar,31.621,74.8478,Punjabi
3870,Manuel,Graves,1995-07-11,Male,Manuel_Graves7528@mafthy.com,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Maharashtra,Pune,18.4911,73.8773,Marathi
3837,Isabella,Parsons,1964-11-30,Female,Isabella_Parsons6863@vetan.org,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Kerala,Kochi,9.935,76.2244,Malayalam
3803,Tess,Silva,1994-12-11,Female,Tess_Silva7831@sheye.org,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Uttar Pradesh,Lucknow,26.8128,80.9191,Hindi
3791,Agnes,Oakley,1995-07-28,Female,Agnes_Oakley3338@iatim.tech,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Karnataka,Bengaluru,12.9896,77.5475,Kannada
3618,Alessandra,Roberts,1987-02-17,Female,Alessandra_Roberts3807@nickia.com,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Tamilnadu,Chennai,13.0368,80.2344,Tamil
3609,Kirsten,Wilkinson,1989-11-08,Female,Kirsten_Wilkinson360@zorer.org,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Odisha,Cuttack,20.4476,85.8547,Odia
3592,Alan,Harris,1998-11-16,Male,Alan_Harris9844@deons.tech,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Andhra Pradesh,Visakhapatnam,17.6505,83.2515,Telugu
3588,Ryan,Crawley,1984-04-17,Male,Ryan_Crawley3958@tonsy.org,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Andhra Pradesh,Visakhapatnam,17.682,83.1851,Telugu
3553,Nicholas,Rivers,1967-03-29,Male,Nicholas_Rivers3471@ovock.tech,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Maharashtra,Pune,18.5351,73.839,Marathi
3523,Henry,Parker,1984-06-12,Male,Henry_Parker7606@zorer.org,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Maharashtra,Nagpur,21.1453,79.0603,Marathi
3508,Penny,Brooks,1967-02-15,Female,Penny_Brooks4009@yahoo.com,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Delhi,Delhi,28.6789,77.0661,Hindi
3494,Eden,Edmonds,1981-09-17,Female,Eden_Edmonds707@bretoux.com,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Uttar Pradesh,Lucknow,26.8001,80.9187,Hindi
3489,Maria,Santos,1960-01-31,Female,Maria_Santos8245@deons.tech,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Odisha,Bhubaneswar,20.3128,85.8029,Odia
3467,Summer,Cork,1973-03-11,Female,Summer_Cork9443@womeona.net,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Karnataka,Bengaluru,12.9425,77.6131,Kannada
3431,Ramon,Newton,1961-10-05,Male,Ramon_Newton7286@twipet.com,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Uttar Pradesh,Lucknow,26.8641,80.9818,Hindi
3400,Leroy,Olson,1982-12-23,Male,Leroy_Olson4513@extex.org,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Karnataka,Bengaluru,12.939,77.5681,Kannada
3395,Karen,Thorne,1990-08-09,Female,Karen_Thorne5446@yahoo.com,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Delhi,Delhi,28.7516,77.1452,Hindi
3394,Nicholas,Ingham,1979-06-06,Male,Nicholas_Ingham215@yahoo.com,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Haryana,Gurugram,28.4285,77.0476,Haryanvi
3252,Rufus,Mason,1998-12-05,Male,Rufus_Mason5342@twipet.com,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Uttar Pradesh,Lucknow,26.8355,80.9043,Hindi
3238,Sylvia,Benfield,1999-12-26,Female,Sylvia_Benfield2204@gompie.com,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Delhi,Delhi,28.7281,77.1424,Hindi
3216,Cynthia,Todd,1956-06-04,Female,Cynthia_Todd1327@bulaffy.com,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Karnataka,Mysore,12.3121,76.6673,Kannada
3159,Lauren,Tait,1954-10-09,Female,Lauren_Tait4884@acrit.org,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Andhra Pradesh,Visakhapatnam,17.7085,83.1891,Telugu
3120,Matt,Sheldon,1996-03-28,Male,Matt_Sheldon786@acrit.org,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Uttar Pradesh,Lucknow,26.8097,80.9649,Hindi
3066,Domenic,Walker,1994-11-10,Male,Domenic_Walker9324@twace.org,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Kerala,Kochi,9.9278,76.2236,Malayalam
3047,Caleb,Bailey,1960-11-04,Male,Caleb_Bailey9419@typill.biz,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Haryana,Gurugram,28.4716,77.0724,Haryanvi
3038,Carolyn,Varley,1962-02-28,Female,Carolyn_Varley4406@vetan.org,History,"history, past, politics","The study of change over time, and it covers all aspects of human society. Political, social, economic, scientific, technological, medical, cultural, intellectual, religious and military developments are all part of history.",Uttar Pradesh,Prayagraj,25.4522,81.807,Hindi
3966,Bart,Logan,1979-10-23,Male,Bart_Logan7706@joiniaa.com,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Punjab,Ludhiana,30.9022,75.8376,Punjabi
3940,Rocco,Logan,1964-12-14,Male,Rocco_Logan6474@supunk.biz,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Uttar Pradesh,Lucknow,26.8226,80.9318,Hindi
3927,Michael,Smith,1959-04-19,Male,Michael_Smith5042@sveldo.biz,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Karnataka,Mysore,12.3093,76.5963,Kannada
3918,Carissa,Wright,1988-03-05,Female,Carissa_Wright2841@deons.tech,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Delhi,Delhi,28.6868,77.1016,Hindi
3914,Roger,Hardwick,1983-12-08,Male,Roger_Hardwick2178@elnee.tech,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Odisha,Cuttack,20.4756,85.9051,Odia
3905,Rachael,Yarlett,1956-10-28,Female,Rachael_Yarlett7837@nanoff.biz,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Kerala,Kochi,9.925,76.2374,Malayalam
3890,Remy,Abbey,1979-10-27,Female,Remy_Abbey7827@qater.org,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Kerala,Kannur,11.8868,75.3425,Malayalam
3827,Percy,Cooper,1979-10-09,Male,Percy_Cooper1188@elnee.tech,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Andhra Pradesh,Guntur,16.2863,80.4543,Telugu
3699,Harry,Adams,1958-03-28,Male,Harry_Adams8121@bulaffy.com,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Andhra Pradesh,Visakhapatnam,17.6901,83.2228,Telugu
3666,Kate,Craig,1962-05-18,Female,Kate_Craig8767@supunk.biz,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Delhi,Delhi,28.6661,77.1179,Hindi
3653,Sadie,Cassidy,1979-01-30,Female,Sadie_Cassidy5853@typill.biz,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Uttar Pradesh,Lucknow,26.87,80.9587,Hindi
3548,Owen,Saunders,1964-12-03,Male,Owen_Saunders1719@cispeto.com,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Maharashtra,Nagpur,21.1273,79.067,Marathi
3453,Davina,Brooks,1988-08-06,Female,Davina_Brooks5501@yahoo.com,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Kerala,Kannur,11.9178,75.3921,Malayalam
3440,Cassidy,Dale,1975-04-08,Female,Cassidy_Dale8272@kideod.biz,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Andhra Pradesh,Visakhapatnam,17.7069,83.1953,Telugu
3434,Kimberly,Ballard,1976-04-18,Female,Kimberly_Ballard5887@iatim.tech,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Kerala,Kochi,9.9729,76.3065,Malayalam
3381,Hope,Thatcher,1992-07-15,Female,Hope_Thatcher4173@vetan.org,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Punjab,Amritsar,31.683,74.8562,Punjabi
3372,Matthew,Gray,1955-08-09,Male,Matthew_Gray6471@famism.biz,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Odisha,Cuttack,20.4473,85.8652,Odia
3359,Isabella,Yard,1964-12-01,Female,Isabella_Yard3231@bretoux.com,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Maharashtra,Mumbai,19.1215,72.8667,Marathi
3329,Peter,Ingram,1967-09-01,Male,Peter_Ingram2703@atink.com,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Punjab,Ludhiana,30.8791,75.8492,Punjabi
3319,Rufus,Taylor,1965-03-09,Male,Rufus_Taylor9438@naiker.biz,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Haryana,Sirsa,29.4844,75.0486,Haryanvi
3307,Rosa,Crawford,1959-04-09,Female,Rosa_Crawford4391@elnee.tech,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Haryana,Sirsa,29.5759,75.0037,Haryanvi
3253,Jack,Leslie,1976-08-20,Male,Jack_Leslie1303@eirey.tech,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Delhi,Delhi,28.7116,77.0676,Hindi
3251,Ronald,Moreno,1967-03-19,Male,Ronald_Moreno7235@ovock.tech,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Uttar Pradesh,Lucknow,26.8931,80.9268,Hindi
3185,Charlize,Blythe,1973-08-12,Female,Charlize_Blythe134@corti.com,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Uttar Pradesh,Lucknow,26.8895,80.9434,Hindi
3138,Valerie,Squire,1962-09-25,Female,Valerie_Squire664@bulaffy.com,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Maharashtra,Pune,18.5306,73.9056,Marathi
3137,Anthony,Michael,1996-03-08,Male,Anthony_Michael7189@cispeto.com,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Maharashtra,Pune,18.4977,73.876,Marathi
3019,Maria,Harrison,1987-06-15,Female,Maria_Harrison7800@liret.org,Sociology,"books, socienty, politics",The study of human social relationships and institutions,Karnataka,Mysore,12.2714,76.6326,Kannada
3983,Barney,Phillips,1960-04-07,Male,Barney_Phillips4281@gembat.biz,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Andhra Pradesh,Visakhapatnam,17.6856,83.2094,Telugu
3861,Jamie,Noon,1977-06-28,Female,Jamie_Noon2795@nickia.com,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Haryana,Gurugram,28.4526,77.0741,Haryanvi
3778,Benny,Mccall,1987-04-21,Male,Benny_Mccall2928@nickia.com,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Andhra Pradesh,Visakhapatnam,17.6993,83.2114,Telugu
3760,Phillip,Hogg,1962-03-14,Male,Phillip_Hogg7225@sheye.org,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Andhra Pradesh,Visakhapatnam,17.6442,83.2082,Telugu
3743,Fred,Porter,1991-04-15,Male,Fred_Porter3479@bulaffy.com,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Odisha,Bhubaneswar,20.2952,85.8229,Odia
3740,Sebastian,Corbett,1995-08-13,Male,Sebastian_Corbett7631@bulaffy.com,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Andhra Pradesh,Visakhapatnam,17.6958,83.235,Telugu
3687,Johnathan,Bishop,1971-12-20,Male,Johnathan_Bishop4225@nimogy.biz,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Uttar Pradesh,Lucknow,26.8334,80.8972,Hindi
3672,Vanessa,Cavanagh,1996-11-21,Female,Vanessa_Cavanagh9544@famism.biz,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Delhi,Delhi,28.7454,77.1362,Hindi
3660,John,Hunter,1963-02-09,Male,John_Hunter2126@kideod.biz,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Odisha,Bhubaneswar,20.3022,85.7984,Odia
3644,Evie,Beal,1978-12-03,Female,Evie_Beal512@bauros.biz,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Karnataka,Bengaluru,12.9742,77.5732,Kannada
3611,Doug,Barrett,1969-08-08,Male,Doug_Barrett559@bungar.biz,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Punjab,Amritsar,31.6835,74.895,Punjabi
3593,Adela,Bowen,1988-11-05,Female,Adela_Bowen8905@deavo.com,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Maharashtra,Mumbai,19.053,72.8737,Marathi
3586,Claire,Lloyd,1973-06-04,Female,Claire_Lloyd9264@naiker.biz,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Punjab,Ludhiana,30.9506,75.8599,Punjabi
3572,Ryan,Lindop,1990-10-05,Male,Ryan_Lindop7157@vetan.org,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Punjab,Ludhiana,30.8664,75.9029,Punjabi
3558,Iris,Hunt,1973-09-25,Female,Iris_Hunt2181@hourpy.biz,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Tamilnadu,Coimbatore,11.032,76.9612,Tamil
3555,Gemma,Silva,1959-03-11,Female,Gemma_Silva2169@qater.org,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Andhra Pradesh,Visakhapatnam,17.6769,83.2535,Telugu
3521,Janelle,Clarke,1971-10-05,Female,Janelle_Clarke7138@hourpy.biz,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Karnataka,Mysore,12.3387,76.6541,Kannada
3478,Emerald,Cork,2000-02-14,Female,Emerald_Cork4767@nimogy.biz,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Maharashtra,Nagpur,21.1158,79.1193,Marathi
3474,Jasmine,Calderwood,1969-02-26,Female,Jasmine_Calderwood4447@atink.com,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Punjab,Amritsar,31.6059,74.9067,Punjabi
3473,Matthew,Osman,1956-11-05,Male,Matthew_Osman992@nickia.com,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Kerala,Kochi,9.9494,76.2899,Malayalam
3469,Candice,Lee,1985-01-22,Female,Candice_Lee2533@qater.org,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Kerala,Kannur,11.8654,75.3524,Malayalam
3445,Sienna,Rowan,1983-03-27,Female,Sienna_Rowan5166@nimogy.biz,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Karnataka,Bengaluru,12.9225,77.6194,Kannada
3433,Russel,Mccormick,1987-01-27,Male,Russel_Mccormick1169@nickia.com,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Maharashtra,Pune,18.5601,73.8381,Marathi
3305,Logan,Larsen,1978-05-25,Male,Logan_Larsen7330@nickia.com,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Uttar Pradesh,Prayagraj,25.4393,81.8721,Hindi
3260,Brad,Saunders,1996-01-27,Male,Brad_Saunders3488@ovock.tech,Basic Math,"algebra, geometry, mathematics, calculus, logic","A subject that deals with numbers, shapes, logic, quantity and arrangements",Odisha,Bhubaneswar,20.3146,85.8562,Odia
